sentence,label
"sentence 1: The Weekly 's articles are now stored in its Whitewater Scandal Page, but you must subscribe to view them.
sentence 2: You have to subscribe to see the Whitewater articles.",entailment
"sentence 1: In an ultra-Orthodox setting, of course, that's not a simple step.
sentence 2: That is not a simple step in an ultra-Orthodox setting.",entailment
"sentence 1: As she had expected, the room was empty.
sentence 2: As she has suspected, everyone had left the room.",neutral
"sentence 1: The Belgian who is here? 
sentence 2: Why is there a Belgian here?",neutral
"sentence 1: oh that was fabulous when yeah when he played Danny Boy it just almost brought tears to your eyes because he can make that flute sing
sentence 2: He plays that flute so beautifully, especially on Danny Boy, that it can be emotionally overwhelming. ",entailment
"sentence 1: and it'd come right down to the end and either we made it or we didn't oh and it was it was something else i said this is the most if we had a quarterback this year we would have went to the Super Bowl
sentence 2: We made it easily. ",contradiction
"sentence 1: It does not report whether he has sought the services of Catherine Oxenberg.
sentence 2: Catherine is a famous German novelist.",neutral
"sentence 1: I thought perhaps they were keeping her there by force, but the way she acted didn't fit in with that.
sentence 2: All signs pointed to her being kept there by force.",contradiction
"sentence 1: The Federal Reserve earns large amounts of interest on its portfolio of Treasury securities and deposits to the Treasury all net income after deducting dividends and the amount necessary to bring the surplus of the Federal Reserve Banks to the level of capital paid-in.
sentence 2: The Federal Reserve also earns a significant amount of money from other sources.",neutral
"sentence 1: The Logistics Center also had a monthly newsletter for sharing organizational performance information and providing an arena for employees to share information.
sentence 2: Although the Logistics Center had a monthly newsletter, there was still no way for employees to share information.",contradiction
"sentence 1: so we just stopped there uh you know had some breakfast got some water and kept on walking
sentence 2: We stopped and had breakfast and then kept walking.",entailment
"sentence 1: have you had many calls
sentence 2: You have a telephone, right?",contradiction
"sentence 1: that's cheating isn't it  well i think we like the same kind of music  nice chatting with you
sentence 2: I think we like the same music, but we should listen to more to know for sure. ",neutral
"sentence 1: If you can't find a lobbyist, the court won't appoint one for you.
sentence 2: Don't depend on the court to find a lobbyist for you.",entailment
"sentence 1: so what do you think about it should
sentence 2: Sorry but we do not need your input.",contradiction
"sentence 1: Jon fired again, seeing a satisfying gush of blood explode from the hard leather armor of the left rider.
sentence 2: Jon never fired his pistol.",contradiction
"sentence 1: The former POV might be thought of as Democratic, the latter Republican.
sentence 2: The latter POV is thought of as a Republican.",entailment
"sentence 1: Mysore remains a pleasant, airy city, famous for its sandalwood and frangipani, jasmine, and musk.
sentence 2: Mysore is renowned for its fragrances.",entailment
"sentence 1: Lash and Johnson are co-chairs of the California Commission on Access to Justice.
sentence 2: Lash and Johnson co chair the California Commission on Access to Justice.",entailment
"sentence 1: yeah i uh i i i find i do more swimming in the wintertime than i do in the summer
sentence 2: I swim more in winter than summer because of the indoor pool.",neutral
"sentence 1: with cash
sentence 2: There were an inordinate number of dollars involved. ",neutral
"sentence 1: and and and i guess that's what i really like although i must admit i did look at my watch after about an hour yeah
sentence 2: I thought I would like it but I was bored.",neutral
"sentence 1: In a way, truthful shadow pages are the scariest of all.
sentence 2: A truthful shadow page is scary.",entailment
"sentence 1: Rational does not mean risk-neutral.
sentence 2: It is never rational to take risks.",contradiction
"sentence 1: uh-huh best friends now yes
sentence 2: They hate each other.",contradiction
"sentence 1: yeah i'm trying to think what other shows i like there there's just television has changed so much and uh there's just not as many really good shows on i think as there used to be
sentence 2: I don't watch much television anymore, but I remember shows used to be better.",neutral
"sentence 1: Spain's Arab rulers exploited this disunity to sweep north across Gaul, controlling Langue?­doc, Dordogne, and a large part of Provence, before being defeated at Poitiers in 732 by the army of Charles Martel.
sentence 2: Spain's Arab rulers defeated Charles Martel's army at Poitiers.",contradiction
"sentence 1: In addition, emissions inventories prepared for the Heavy-Duty Diesel Engine rulemaking were the basis for future year emissions projections.
sentence 2: There is no projection of future emissions.",contradiction
"sentence 1: 'You see, we're going to have to run some tests.
sentence 2: We're going to have to run some blood tests on you.",neutral
"sentence 1: Of the order in which you present them, I say nothing, truly, it is deplorable! 
sentence 2: The order you presented them in was terrible.",entailment
"sentence 1: She also is an adjunct professor in the UM law school's Civil Law Clinic.
sentence 2: She works in the civil law clinic.",entailment
"sentence 1: With riots growing ever more bloody in Bengal, Bihar, and the Punjab, India's last viceroy, Lord Mountbatten, kept a mandate to make the British departure as quick and as smooth as possible.
sentence 2: The riots were described as peaceful and Lord Mountbatten, India's first viceroy, refused to uphold the mandate of British departure.",contradiction
"sentence 1: In general, look for good prices at hypermarkets outside the major towns.
sentence 2: Generally, look for good prices at the markets that aren't in major towns.",entailment
"sentence 1: From the 1970s through the mid 1990s, federal deficits consumed a large share of increasingly scarce private saving and reduced the amount of national saving available for investment.
sentence 2: Since 1990, the federal deficit has been reduced.",neutral
"sentence 1: The two men have been joined forever in an intimacy deeper and more complex than that of blood or sex.
sentence 2: The two men were very deeply intimate without blood or sex.",entailment
"sentence 1: GAOas basic authority stems from the Budget and Accounting Act of 1921, which, as discussed below, provides GAO with broad and comprehensive authority to investigate all matters relating to the use of public money.
sentence 2: GAOs basic authority stems from the Budget and Accounting Act of 1921",entailment
"sentence 1: and um-hum right going and paying six dollars for a ticket for one person at the theater or something so we i have and it's so convenient at home and you can do it anytime you you take the notion
sentence 2: I never watch movies at home anymore.",contradiction
"sentence 1: Are security procedures in
sentence 2: Are security procedures in?",neutral
"sentence 1: Passaic County Legal Aid works on behalf of about 4,000 individuals each year, and provides lowfee legal help for about 20 non-profit and faith-based groups.
sentence 2: 20 non-profit and faith-based groups benefit from lowfee legal assistance thanks to Passaic County Legal Aid.",entailment
"sentence 1: On the main coast road east out of Ocho Rios is Prosect Plantation, which offers tours by jitney and horse trails through crops of coffee, bananas, plantains, and sugar cane.
sentence 2: They offer tours that end with a meal of local dishes.",neutral
"sentence 1: 1 Specifically, weaknesses such as poor controls over access to data and inadequate disaster recovery plans increased the risk of losses, inappropriate disclosures, and disruptions in service associated with the enormous amounts of electronically maintained information essential for delivering federal services and assessing the success of federal programs.
sentence 2: The poor controls are a result of tired workers.",neutral
"sentence 1: Consequently, we have developed this standards update which supersedes our previously issued Standards for Internal Controls in the Federal Government.
sentence 2: The Standards for Internal Controls in the Federal Government are continued through this day.",contradiction
"sentence 1: 'Go on. Shoo.'
sentence 2: Leave, go on.",entailment
"sentence 1: Inside, there was no reason either for local Giovanni Pisano to show false modesty about his superbly sculpted 14th-century marble pulpit (left aisle), arguably the cathedral's masterpiece.
sentence 2: Giovanni Pisano's superbly sculpted 14th-century marble pulpit is arguably the cathedral's masterpiece.",entailment
"sentence 1: and uh it uh it was interesting just to listen to the rationale uh being proposed and the logic of some of the people uh it was also extremely difficult to stay awake sometimes because there was so many witnesses and we were not allowed to take any notes of any kind uh and i thought that that was a failing because uh from the standpoint that it was difficult to try to remember everything and and yet the judge said well um if you're taking notes you're missing something
sentence 2: We could not write down anything about the trial.  ",entailment
"sentence 1: The 1812 Polish War re-established the Poland-Lithuania border, but Napoleon's troops were crushed as they advanced on Moscow.
sentence 2: Napoleon conquered both Poland and Russia in 1812.",contradiction
"sentence 1: Grand row! 
sentence 2: Awful row.",contradiction
"sentence 1: At the far end of the courtyard is the Kyozo (Sutra Library), which houses some 7,000 Buddhist scriptures in a huge revolving bookcase.
sentence 2: The Buddhists managed to preserve their culture for hundreds of years.",neutral
"sentence 1: Uncommon Good has a 22-member board of doctors, lawyers and representatives of Christian groups and is recruiting mentors.
sentence 2: Uncommon Good has on its board 22 members, who are all doctors, lawyers, and Christian group representatives. ",entailment
"sentence 1: At its best, the Post can still swarm a breaking news story like Flytrap.
sentence 2: The Post is known for their lack of journalist integrity.",neutral
"sentence 1: and uh  well i guess there's still the possibility that uh hostilities with uh US troops could still break out
sentence 2: The US troops will likely still break out. ",neutral
"sentence 1: The mountain with the lion's head looked up helplessly as the iron-jawed pit fighter hung over him with his club poised to crash down.
sentence 2: The pit fighter stood behind the mountain with a bow and arrow. ",contradiction
"sentence 1: Slate when I was hustled over to that no-work job at the Pentagon.
sentence 2: Slate when I was moved over to a no-work job doing accounting in the Pentagon.",neutral
"sentence 1: Smith noted that this variation is the problem and why he wants these concerns to be addressed by the conference in written form.
sentence 2: Smith made note of the problem.",entailment
"sentence 1: Personal saving plays a dual role, ensuring both individuals' retirement security and the nation's economic security.
sentence 2: Savings ensure an individuals retirement security as well as the nations economic security.",entailment
"sentence 1: Now the former Nathan's Folly is known as the Golden Mile. 
sentence 2: The Golden Mile has always been called by that name.",contradiction
"sentence 1: A description of this process is provided in the following case example.
sentence 2: The following example has a description of the process.",entailment
"sentence 1: The Ascendancy
sentence 2: The disadvantage ",contradiction
"sentence 1: Directly beneath Pico das Flores is the southern end of the beach and Porto Santo's easternmost point, known as Ponta da Caleta.
sentence 2: Steps lead down from Pico das Flores to the beach below.",neutral
"sentence 1: Industry and commerce have made the fortune of its three great cities Milan, Turin, and Genoa.
sentence 2: Genoa is wealthier, relative to its size, than Turin.",neutral
"sentence 1: At a slightly disadvantageous rate, you can exchange foreign currency or traveler's checks for franc chips.
sentence 2: You can exchange foreign currency but you pay a stiff penalty.",neutral
"sentence 1: Next to the church, the prison-like building with those fierce, barred windows was, in fact, a prison when it was built in the 17th century.
sentence 2: There is a law that doesn't allow prisons to be constructed near churches of schools.",contradiction
"sentence 1: True, technology empowers millions of potential copyright violators.
sentence 2: Technology enables copyright violators to do what they do.",entailment
"sentence 1: so they tend to be more cooperative with their peer group although they don't have real good uh role models
sentence 2: Nobody is mentoring those kids that's why they're rowdy.",contradiction
"sentence 1: But the McCain hagiography is not harmless.
sentence 2: The benefits of McCain's hagiography outweigh its harms. ",neutral
"sentence 1: A sound-and-light (son et lumiyre) show is held at the cathedral in summer, both in German and in French, recounting 2,000 years of the city's history.
sentence 2: The city only has 1000 years of history.",contradiction
"sentence 1: and uh no no but his wife has a contract with TI and that's how we learned about it um-hum
sentence 2: His wife's contract with TI is good for ten years. ",neutral
"sentence 1: Then, after Alexander's death in 323 b.c. , Cleomenes took control of the country under the name Ptolemy I. The new city of Alexandria, located on the Mediterranean coast, became the base for the Ptolemaic control of Egypt and the cultural capital of Europe, and Thebes finally lost its influence.
sentence 2: Cleomenes first considered taking the name Plato, though eventually ruled in favor of the less pretentious Ptolemy. ",neutral
"sentence 1: I've touted round.
sentence 2: I've never stepped foot outside my room.",contradiction
"sentence 1: In the austere 16th 17th century cathedral, see Taddeo di Bartolo's fine triptych on the high altar.
sentence 2: Taddeo di Bartolo's work is highly regarded in Italian art history.",neutral
"sentence 1: (The endorsement vote, which was narrow to begin with, was later rescinded after an outcry.
sentence 2: The endorsement vote had won by a really big margin.",contradiction
"sentence 1: But a stud to catch a fighting stud was another plan altogether.
sentence 2: No stud could ever be used to catch another stud. ",contradiction
"sentence 1: Nemesis Hunt refutes the slack-jawed Novak, with the computation that 5 + 4 = 9 and therefore half of Starr's deputies are not current DOJ employees.
sentence 2: Fifty percent of Starr's deputies are not present Department of Justice members.",entailment
"sentence 1: Whitebelly panted and shivered, even at night.
sentence 2: Whitebelly shivered one night and panted the next.",contradiction
"sentence 1: yes she finally she wanted she had a she's got a a Honda um not a Honda a Toyota that what is it Accord no Honda Accord yeah
sentence 2: She has a Ford Mustang.",contradiction
"sentence 1: um-hum yeah um-hum sure yeah yeah i've never never done pets you know as a for breeding purposes i've just you know usually always had a pet of some kind around we're at currently we have two cats i've got a big old seventeen pound black male alley cat and i've got a little seven pound tabby cat that we got from the Humane Society she's the cutest little thing then i have a twelve year old Dachshund that's gosh she's one of the family absolutely
sentence 2: I do not have any dogs or cats at all.  ",contradiction
"sentence 1: you go during the week
sentence 2: You can never go.",contradiction
"sentence 1: However, the revisions did not impact the burden hours previously approved by OMB.
sentence 2: These hours were intended to account for delays associated with local traffic problems.",neutral
"sentence 1: Bill and Monica also at one point planned a tryst on Martha's Vineyard, but Bill finally chickened out, says the publication.
sentence 2: Bill and Monica made plans but later didn't follow through on them.",entailment
"sentence 1: Wade . Reporters aren't trying to protect McCain
sentence 2: Reporters are trying to keep McCain safe.",contradiction
"sentence 1: Even if you can't be in Puri for the tremendous Rath Yatra Festival in June/July, the town is worth a visit just to see a community devoted almost entirely to the industry of its great Temple of Jaggannath, either directly or by trading with the pilgrims.
sentence 2: People take off school and work for the Rath Yatra festival.",neutral
"sentence 1: and you're going to be able to buy your what was no wait
sentence 2: You can purchase what you want without waiting if you call your order in first. ",neutral
"sentence 1: yeah because really if you have a good curriculum
sentence 2: Yeah, if you have a terrible curriculum.",contradiction
"sentence 1: Just across rue St-Jacques stands the exquisite 13th- to 15th-century Flamboyant Gothic church of St-Severin, in which Dante is said to have prayed and Saint-Saans asked to be made honorary organist.
sentence 2: It is thought that Dante may have prayed at the church of St-Severin.",entailment
"sentence 1: In the tourist season, small shops often stay open on a Saturday evening and Sunday morning.
sentence 2: Small shops are always closed at the weekend.",contradiction
"sentence 1: He knew all the technical terms, all the jargon.
sentence 2: He knew all the words that stood for directions.",neutral
"sentence 1: it's just getting green i prefer to see green than brown
sentence 2: I like green more than brown.",entailment
"sentence 1: The previous categories of items or elements result from or exist largely because of the Federal Government's role as a sovereign power.
sentence 2: The Federal Government's role as a sovereign power resulted in the previous categories of items.",entailment
"sentence 1: i know they lost recently to the Bucks in Milwaukee
sentence 2: They didn't win recently.",neutral
"sentence 1: If they sense treachery, or worse, if they sense what you can do, they will kill you.
sentence 2: They'll be accepting of you if you just let them know your intentions. ",contradiction
"sentence 1: Tim Hutchinson, R-Ark., calls the case symptomatic of the casual attitude with which the Clinton administration views issues of national security.
sentence 2: The Clinton administration has a relaxed view on some policy issues.",entailment
"sentence 1: Nestled in the northwest corner of Kyoto, Ryoanji is the best known of all Zen Buddhist temples.
sentence 2: Ryoanji is located in the city of Kyoto.",entailment
"sentence 1: At the southern end of the marina is the Victorian-style Balboa Pavilion, which was built as a bath house in 1902 and hosted big-band dances in the 1940s.
sentence 2: The northern end of the bath houses were built in 1903.",contradiction
"sentence 1: The analysis uses the same health effect and valuation functions employed in the most recent of these analyses, the Heavy-Duty Engine/Diesel Fuel RIA.
sentence 2: The heavy-duty engine/diesel fuel RIA analysis uses the same health effect and valuation functions as previous analyses of earlier models of the engine.",neutral
"sentence 1: well we're supposed to get rain but no  snow
sentence 2: We would've preferred to see snow instead of rain.",neutral
"sentence 1: They are considered masterpieces, because the caves are actually man-made hollows in solid rock, from which a complex of architecturally elaborate temples and monasteries has been carved with simple instruments.
sentence 2: The caves are quite simple but were carved with complex instruments.",contradiction
"sentence 1: Most spectacular of all, though, set in the eastern courtyard of the fourth enclosure, is the Sesharyar worship hall with eight carved pillars of rearing horses bearing proud warriors.
sentence 2: There is not much spectacular about the Sesharyar worship hall.  ",contradiction
"sentence 1: The Scotland Yard men came and went, examining, questioning, lynx-eyed and reserved of tongue. 
sentence 2: The fellows from Scotland Yard appeared and left.",entailment
"sentence 1: Fortunately, we are now seeing increased attention to strategic human capital management and a real and growing momentum for change is now evident since we placed strategic human capital management on our High-Risk list.
sentence 2: They are having more attention focused on human capital.",entailment
"sentence 1: We were all busy during the morning arranging and decorating the Hall in the village where it was to take place. 
sentence 2: The decorations were lavish. ",neutral
"sentence 1: Another  housing preservation.
sentence 2: A different housing preservation.",entailment
"sentence 1: It was as good as they could expect.
sentence 2: They didn't expect much good.",entailment
"sentence 1: But, seriously, in spite of what I heard you say to the detectives, you surely cannot still believe in the possibility of Alfred Inglethorp's innocence?""
sentence 2: He is not likely to be innocent.",neutral
"sentence 1: because your body doesn't doesn't synthesis synthesis in the same way that it does when it gets it in raw food you know
sentence 2: Your body doesn't care about the source, as it synthesizes it in the same way.",contradiction
"sentence 1: In some cases, but not all, this would be the collecting entity.
sentence 2: Most would refer to the process at collecting.",entailment
"sentence 1: and all this and so no i don't trust them a bit i think it's a big scam
sentence 2: This has to be a scam.",entailment
"sentence 1: yeah and and and that's been tried that was tried in Alabama too and it got shot down
sentence 2: It was successful in Alabama.",contradiction
"sentence 1: I am in the lab, and I have to get back to Derry.
sentence 2: I'm at the lab but need to return to Derry. ",entailment
"sentence 1: When Julius came bursting up in his car, I felt it wasn't part of Mr. Brown's plan and that there would probably be trouble.
sentence 2: I believed this must be part of Mr. Brown's plan and that it would be smooth sailing from here on out.",contradiction
"sentence 1: yeah uh-huh uh-huh to go to follow uh-huh
sentence 2: To follow.",entailment
"sentence 1: For example, discussions among members gradually led those from the private sector to gain an
sentence 2: There was no private sector that benefited from the talks.",contradiction
"sentence 1: After the stoning, there was a brief break during which Simon realized that sex with L.T.
sentence 2: Simon thought about how it felt to be stoned.",neutral
"sentence 1: Republicans have also evolved a bit on the issue of executive privilege, the doctrine that protects communications between the president and his top advisers.
sentence 2: Now that Republicans can see themselves in the White House, they're looking to protect the interests of the future Republican president.",neutral
"sentence 1: A rickety flight of steps links with the tomb entrance before you make your way down inside to the ornate burial chamber.
sentence 2: There are no steps leading from the entrance of the tomb into the burial chamber. ",contradiction
"sentence 1: It was tall and gangly and plain looking, but it was mine.
sentence 2: Mine was short and fat.",contradiction
"sentence 1: In California, the client's rights to representation would be lost in certain administrative proceedings.
sentence 2: There are a lot of people in California who have lost access to their rights to representation. ",neutral
"sentence 1: COST FINDING - Cost finding techniques produce cost data by analytical or sampling methods.
sentence 2: Cost data can be produced by analytical or sampling methods.",entailment
"sentence 1: well budgeting is a sore subject in this family
sentence 2: We've tried budgeting, and it's only caused a lot of drama.",neutral
"sentence 1: After his service, Bush lived off his savings, lounged around a singles apartment complex, and drank to excess.
sentence 2: Bush lounged at a married's complex.",contradiction
"sentence 1: Boilermakers are a skilled labor source that is fairly unique to utility work.
sentence 2: The boilermaker industry is one of the most common utility work labor sources out there.",contradiction
"sentence 1: The Marines gained new respect for having broken him.
sentence 2: The Marines gained respect for breaking him.",entailment
"sentence 1: Formerly owned by local businessman Dan Jennings, Mobile Park Plaza had been home to 45 low-income families, many of them Latino farm workers.
sentence 2: Jennings owns Mobile Park Plaza because he wants to help poor people.",neutral
"sentence 1: So much for the cruel stereotype of the pea-brained dinosaur.
sentence 2: Science says dinosaurs were the stupidest animals.",neutral
"sentence 1: The equally reputed Norton Simon Museum (at 411 West Colorado Boulevard) is considered to have one of the world's finest European art collections, with masterpieces by Rembrandt, Goya, Picasso, and the Impressionists.
sentence 2: The Norton Simon Museum has no notable European art in its collection.",contradiction
"sentence 1: um and even you know like i said my chipping which is one of the best things in my game i couldn't do that i couldn't couldn't drive couldn't you know in in fact it was it wasn't as much at that point that i was hooking and slicing i just i was topping the ball i was you know i was doing a lot of things wrong at that point but i was trying to think of so many different things at the same time because you know it was it it's kind of a funny story whenever i went for for my first lesson the uh the instructor takes me out there and he says all right well take a swing and let me see how you look so he's he's bending down on one knee right so i take a swing and and all of a sudden his head just goes down and and then all of a you know he just kind of slowly brings his head up and looks at me and he says we've got a lot of work to do  so
sentence 2: Chipping is something that was never spoken about by him in regards to my game.",contradiction
"sentence 1: Not earlier? 
sentence 2: Not previously?",entailment
"sentence 1: Nearly all interventions delivered in emergency settings consist of a single intervention visit.
sentence 2: Nearly all interventions delivered in emergency settings are usually drug related.",neutral
"sentence 1: Aiming at what kinds of characteristics?
sentence 2: Aiming at facial features of what kind?",neutral
"sentence 1: Mr. Whittington spoke again: ""If you will call upon me to-morrow morning at eleven o'clock, I will lay the details of my proposition before you."" 14 ""At eleven o'clock?"" said Tuppence doubtfully.
sentence 2: Mr. Whittington told Tuppence that he would give her the details of his proposition at eleven o'clock tomorrow. ",entailment
"sentence 1: just camp out
sentence 2: Just camp out, it's easy.",neutral
"sentence 1: dull, provincial, and oddly prevalent on U.S. comedy shows.
sentence 2: It has become a cliché on U.S. comedy shows.",entailment
"sentence 1: My opinion is that not every perjury is a high crime, as grounds for removing a president from office.
sentence 2: I don't think that every instance of perjury is a reason to remove the president from office. ",entailment
"sentence 1: The picturesque village of Avoca has become famous as the setting for the BBC TV program Ballykissangel.
sentence 2: Avoca is an unknown village.",contradiction
"sentence 1: but but you're right and i guess that's very important because of this black earth with have here that cracks terribly uh and it shifts badly in the summertime that uh if you don't water around the foundation you're going to lose it
sentence 2: It's important because the earth shifts.",entailment
"sentence 1: but um well yeah i used to watch one watch one on the air but that was back
sentence 2: There used to be one that I would watch on the air.",entailment
"sentence 1: Luckily a Mustang convertible headed for Bend offered a lift.
sentence 2: The Mustang was red with a racing stripe.",neutral
"sentence 1: Good musicals are both specific and universal.
sentence 2: If a musical is specific and universal, it is a good musical.",entailment
"sentence 1: Wigand and Bergman are both insiders, and both, ultimately, whistle-blowers.
sentence 2: Wingand and Bergman are in the know. ",neutral
"sentence 1: Favorite sons of Besancon include Victor Hugo, 19th-century thinker Pierre-Joseph Proudhon, and Auguste and Louis Lumiyre, inventors of cinematography.
sentence 2: Victor Hugo was the sole inventor of cinematography.",contradiction
"sentence 1: Vrenna climbed into the rocks and faded into the shadows.
sentence 2: Vrenna hid among the rocks",entailment
"sentence 1: Perfectly.
sentence 2: Pretty well.",neutral
"sentence 1: There's a resemblance.
sentence 2: They look nothing alike at all.",contradiction
"sentence 1: but uh i like to i like to do uh stuff with plants i like um i have a lot of plants in my apartment and i've got a pretty small porch but it's it's uh i've got a few planters out there that i i'll uh you know in the winter time i usually plant some pansies in there and then in the summer i'll plant petunias or something that that's colorful and like that blooms a lot but uh haven't done that yet it i i kept thinking that it was going to get cold one more time but i think we're probably past that now i probably should go buy some but
sentence 2: I kill plants so I never keep them.",contradiction
"sentence 1: and uh his his big thing is that he can take pieces of little bits and pieces of string and baling wire and turn them into fantastic different things he took a car battery and some wire and two washers one time and made a welder
sentence 2: He is well known for making these amazing things.",neutral
"sentence 1: Stephen D. Oliner and Daniel E. Sichel, The Resurgence of Growth in the Late 1990 Is Information Technology the Story?
sentence 2: The Resurgence of Growth was written as a collaboration project.",entailment
"sentence 1: Their religion included elements of Hinduism such as Shiva's phallic lingam and his sacred bull, Nandi, before the Brahmanic Indo-Aryans arrived.
sentence 2: Their religion was compatible with many other religions.  ",neutral
"sentence 1: In the next section of this report, we describe in more detail the picture that emerges from the 2001 Matters Service Reports.
sentence 2: The report is comprehensive and covers everything.",neutral
"sentence 1: Smaller than the Florida species and said to be more docile, they grow to 6 m (20 ft) in length and can live to an age of 100 years.
sentence 2: Less than 10% of adults live to be 100 years old.",neutral
"sentence 1: VBA's team approach also
sentence 2: The VBA team has an approach.",entailment
"sentence 1: At least there was still light enough for him to travel safely.
sentence 2: At least the day wasn't fully gone so he could travel without worry.",neutral
"sentence 1: the then vice presidential candidates uh who really sort of i thought had a very demeaning attitude towards her
sentence 2: They were mean to her for no reason.",neutral
"sentence 1: and uh and then the the public you know just continues to you know help support and funnel the funds into uh to make it happen whatever it costs
sentence 2: People still give monetary funds in a hope that it will work.",neutral
"sentence 1: Further details are provided in Appendix 5.2.
sentence 2: The appendix has no more information.",contradiction
"sentence 1: But I'd wager he's telling Beatty about how the disaffected voters who turned out to elect Ventura might be mobilized in a national campaign.
sentence 2: The voters were more than two thousand.",neutral
"sentence 1: The topsoil is neatly set aside, the clay beneath is dug out for brick-making, and the fertile black earth is then replaced.
sentence 2: The top soil is not suitable for growing crops.",neutral
"sentence 1: you know when we're and that's just not the kind of thing for a ten year old i'm not sure it's the kind of thing for a sixteen year old
sentence 2: It may not be appropriate for a sixteen-year-old.",neutral
"sentence 1: Use of traditional Scottish materials such as silver and stones such as carnelian or agate make for unique pieces.
sentence 2: Pieces made from traditional Scottish materials often look the same as others.",contradiction
"sentence 1: measurement on there you know from one system to the other in seconds
sentence 2: One system to another in hours.",contradiction
"sentence 1: The celebrated Reid's Hotel had opened its doors in 1890, and seaplane service started operating from Lisbon in 1921.
sentence 2: The seaplanes left Reid's hotel and flew to a town a few miles away.",neutral
"sentence 1: So long, then.
sentence 2: See you later. ",neutral
"sentence 1: Lanai's upcountry, very upscale resort is appointed like an Old English estate, with writing desks, four-poster beds, library, music room.
sentence 2: The resort has discos and foam parties.",contradiction
"sentence 1: Bourbon Madrid is best symbolized by the handsome Paseo del Prado and Parque del Buen Retiro, once the royal family's private park and hunting grounds.
sentence 2: The Paseo del Prado is more handsome than the Parque del Buen Retiro.",neutral
"sentence 1: Hundreds of dogs are euthanized every day.
sentence 2: Dogs are not euthanized.",contradiction
"sentence 1: oh yeah i can remember at one time the the uh secretaries actually had to be artists and  and technicians and today uh with the laser printer
sentence 2: Yes, I remember that at one time the chefs had to be artists and technicians.",contradiction
"sentence 1: Post reported that a Republican House committee counsel hit up investment firms for $100,000 contributions to the GOP shortly after working on financial-deregulation legislation.
sentence 2: A Republican house committee counsel asked investment firms for $100,000. ",entailment
"sentence 1: oh isn't that silly i i sent that one back because we had used it for a year and we had used a thousand dollars worth during the year and what we and and i think we got back fifty cents or something it was like please what is this this is and the interest on it was was eighteen or nineteen percent
sentence 2: We put a thousand dollars on it and got fifty cents in rewards.  ",entailment
"sentence 1: According to the New York Times , a congressional report accuses the Pentagon of funding a top-secret Air Force program, an $800 million satellite, a high-tech missile defense system previously rejected by Congress, and other unapproved purchases.
sentence 2: The New York Times did not report this.",contradiction
"sentence 1: House of Representatives
sentence 2: The House has a lot of members.",neutral
"sentence 1: Clearly, California can - and must - do better.
sentence 2: California cannot do any better.",contradiction
"sentence 1: He shook his head with a smile.
sentence 2: He said no, but tried to do so in a nice way.",neutral
"sentence 1: The analyst was asked by him to report whether strychnine was, or was not, present. 
sentence 2: Strychnine was determined to be part of the compound without testing. ",contradiction
"sentence 1: This is not mere rhetoric.
sentence 2: This is not something that is rhetorical. ",entailment
"sentence 1: Moving outward from the center, one passes from stately, ornamental 16th-century apartment buildings with shuttered windows, wrought-iron balconies, and brick facades to the Baroque palaces of the Bourbons, and later Neo-classical buildings meant to convey authority.
sentence 2: Visitors are amazed by the diversity of the architectural styles found in the city.",neutral
"sentence 1: to talk to the reporters and stuff you know and how does it feel be you know to get her off the hook and this and that and they he went out there knowing that she was really guilty  so that kind of thing so it's a fun show then i like comedies also like uh
sentence 2: I have recommended the show to several friends of mine.",neutral
"sentence 1: that's right well that's true
sentence 2: That is utterly wrong.",contradiction
"sentence 1: never yeah and then on the other hand too while he was out busy running for the presidential thing the legislature was having their own way
sentence 2: The legislature was doing whatever they wanted while he was focused on running for president.",entailment
"sentence 1: The ability of a system or component to perform itsReliability required functions under stated conditions for a stated period of time.
sentence 2: A system needs to perform its required functions or be able to invent new functions.",contradiction
"sentence 1: well that's the way to do it
sentence 2: That is not going to work",contradiction
"sentence 1: For example, analysis of estimates derived from the economic literature provides an estimate of the value of reductions in mortality risk.
sentence 2: The estimates tell us there is a reduction in mortality.",entailment
"sentence 1: In exchange for this drudgery, the Jocks occasionally deign to nod in their general direction.
sentence 2: In exchange for the boring work, the Jocks nod to them on occasion.",entailment
"sentence 1: uh-huh i understand that you have to have a certain i mean either you like them or you don't i think a lot of the people are afraid of them
sentence 2: Either you think it's a good thing, or you're scared of them.",entailment
"sentence 1: In this context, it is understandable that nobody really cares about a visionary's track record.
sentence 2: For this sphere, everybody puts extreme weight on the track record of the visionary.",contradiction
"sentence 1: At the Richard Nixon Library and Birthplace,(18001Yorba Linda Bvd. , Yorba Linda), the life of the 37th president of the United States who died in 1994 is showcased in amazing detail.
sentence 2: Nixon's library became more popular after he died.",neutral
"sentence 1: The older man glared at me.
sentence 2: There was an old man glaring at me.",entailment
"sentence 1: Specifically, that Act turned rate making over to an independent Postal Rate Commission, but it also specified a range of factors to which the Commission must give weight and it required that certain classification structures of the past be honored.
sentence 2: The independent Postal Rate Commission is not allowed to set rates.",contradiction
"sentence 1: This millionaire mecca is a testament to the region's unparalleled success.
sentence 2: The permanent financial decrease affects the area and only lower class people live here.",contradiction
"sentence 1: He pulled on his leather cloak, a gift from Ca'daan for the cooler climate of the town.
sentence 2: He gave Ca'daan a coat.",contradiction
